eas title
4
col0
col1
col2
col3
           0           0           0         0.2
   3.361e-05           0           0         0.1
   6.722e-05           0           0           0
  0.00010083           0           0         0.1
  0.00013444           0           0         0.4
  0.00016805           0           0         0.7
  0.00020166           0           0         0.9
  0.00023527           0           0         0.9
  0.00026888           0           0           1
  0.00030249           0           0         0.9
   0.0003361           0           0         0.9
  0.00036971           0           0         0.9
  0.00040332           0           0         0.9
  0.00043693           0           0         0.9
  0.00047054           0           0         0.8
  0.00050415           0           0         0.8
  0.00053776           0           0         0.6
  0.00057137           0           0         0.5
  0.00060498           0           0         0.6
  0.00063859           0           0         0.7
   0.0006722           0           0         0.8
  0.00070581           0           0         0.8
  0.00073942           0           0         0.9
  0.00077303           0           0         0.9
  0.00080664           0           0         0.9
  0.00084025           0           0           1
  0.00087386           0           0           1
  0.00090747           0           0         0.9
  0.00094108           0           0         0.9
  0.00097469           0           0           1
   0.0010083           0           0         0.9
  0.00104191           0           0         0.9
  0.00107552           0           0         0.9
  0.00110913           0           0         0.9
  0.00114274           0           0           1
  0.00117635           0           0         0.9
  0.00120996           0           0         0.9
  0.00124357           0           0         0.9
  0.00127718           0           0         0.7
  0.00131079           0           0         0.6
   0.0013444           0           0         0.7
  0.00137801           0           0         0.9
  0.00141162           0           0         0.9
  0.00144523           0           0           1
  0.00147884           0           0         0.9
  0.00151245           0           0         0.9
  0.00154606           0           0         0.9
  0.00157967           0           0         0.9
  0.00161328           0           0           1
  0.00164689           0           0           1
           0   3.361e-05           0         0.2
   3.361e-05   3.361e-05           0         0.1
   6.722e-05   3.361e-05           0           0
  0.00010083   3.361e-05           0         0.1
  0.00013444   3.361e-05           0         0.4
  0.00016805   3.361e-05           0         0.7
  0.00020166   3.361e-05           0         0.9
  0.00023527   3.361e-05           0         0.9
  0.00026888   3.361e-05           0         0.9
  0.00030249   3.361e-05           0           1
   0.0003361   3.361e-05           0           1
  0.00036971   3.361e-05           0           1
  0.00040332   3.361e-05           0         0.9
  0.00043693   3.361e-05           0         0.9
  0.00047054   3.361e-05           0         0.8
  0.00050415   3.361e-05           0         0.8
  0.00053776   3.361e-05           0         0.7
  0.00057137   3.361e-05           0         0.7
  0.00060498   3.361e-05           0         0.7
  0.00063859   3.361e-05           0         0.8
   0.0006722   3.361e-05           0         0.8
  0.00070581   3.361e-05           0         0.8
  0.00073942   3.361e-05           0         0.9
  0.00077303   3.361e-05           0         0.9
  0.00080664   3.361e-05           0         0.9
  0.00084025   3.361e-05           0         0.9
  0.00087386   3.361e-05           0         0.8
  0.00090747   3.361e-05           0         0.8
  0.00094108   3.361e-05           0         0.9
  0.00097469   3.361e-05           0         0.9
   0.0010083   3.361e-05           0         0.9
  0.00104191   3.361e-05           0         0.9
  0.00107552   3.361e-05           0         0.9
  0.00110913   3.361e-05           0         0.9
  0.00114274   3.361e-05           0         0.9
  0.00117635   3.361e-05           0           1
  0.00120996   3.361e-05           0         0.9
  0.00124357   3.361e-05           0         0.9
  0.00127718   3.361e-05           0         0.7
  0.00131079   3.361e-05           0         0.6
   0.0013444   3.361e-05           0         0.8
  0.00137801   3.361e-05           0           1
  0.00141162   3.361e-05           0           1
  0.00144523   3.361e-05           0           1
  0.00147884   3.361e-05           0           1
  0.00151245   3.361e-05           0           1
  0.00154606   3.361e-05           0         0.9
  0.00157967   3.361e-05           0           1
  0.00161328   3.361e-05           0         0.9
  0.00164689   3.361e-05           0         0.9
           0   6.722e-05           0         0.3
   3.361e-05   6.722e-05           0         0.1
   6.722e-05   6.722e-05           0           0
  0.00010083   6.722e-05           0           0
  0.00013444   6.722e-05           0         0.3
  0.00016805   6.722e-05           0         0.6
  0.00020166   6.722e-05           0         0.8
  0.00023527   6.722e-05           0         0.8
  0.00026888   6.722e-05           0         0.9
  0.00030249   6.722e-05           0           1
   0.0003361   6.722e-05           0           1
  0.00036971   6.722e-05           0           1
  0.00040332   6.722e-05           0           1
  0.00043693   6.722e-05           0         0.8
  0.00047054   6.722e-05           0         0.9
  0.00050415   6.722e-05           0         0.8
  0.00053776   6.722e-05           0         0.7
  0.00057137   6.722e-05           0         0.8
  0.00060498   6.722e-05           0         0.8
  0.00063859   6.722e-05           0         0.8
   0.0006722   6.722e-05           0         0.8
  0.00070581   6.722e-05           0         0.8
  0.00073942   6.722e-05           0         0.9
  0.00077303   6.722e-05           0         0.9
  0.00080664   6.722e-05           0         0.9
  0.00084025   6.722e-05           0         0.9
  0.00087386   6.722e-05           0         0.8
  0.00090747   6.722e-05           0         0.8
  0.00094108   6.722e-05           0         0.8
  0.00097469   6.722e-05           0         0.8
   0.0010083   6.722e-05           0         0.8
  0.00104191   6.722e-05           0         0.8
  0.00107552   6.722e-05           0         0.9
  0.00110913   6.722e-05           0         0.9
  0.00114274   6.722e-05           0         0.9
  0.00117635   6.722e-05           0         0.9
  0.00120996   6.722e-05           0         0.9
  0.00124357   6.722e-05           0         0.9
  0.00127718   6.722e-05           0         0.8
  0.00131079   6.722e-05           0         0.8
   0.0013444   6.722e-05           0         0.9
  0.00137801   6.722e-05           0         0.9
  0.00141162   6.722e-05           0         0.9
  0.00144523   6.722e-05           0         0.9
  0.00147884   6.722e-05           0         0.9
  0.00151245   6.722e-05           0           1
  0.00154606   6.722e-05           0           1
  0.00157967   6.722e-05           0           1
  0.00161328   6.722e-05           0         0.8
  0.00164689   6.722e-05           0         0.7
           0  0.00010083           0           0
   3.361e-05  0.00010083           0         0.1
   6.722e-05  0.00010083           0         0.2
  0.00010083  0.00010083           0           0
  0.00013444  0.00010083           0         0.3
  0.00016805  0.00010083           0         0.5
  0.00020166  0.00010083           0         0.7
  0.00023527  0.00010083           0         0.9
  0.00026888  0.00010083           0         0.9
  0.00030249  0.00010083           0         0.8
   0.0003361  0.00010083           0         0.8
  0.00036971  0.00010083           0         0.7
  0.00040332  0.00010083           0         0.9
  0.00043693  0.00010083           0         0.8
  0.00047054  0.00010083           0         0.8
  0.00050415  0.00010083           0         0.7
  0.00053776  0.00010083           0         0.7
  0.00057137  0.00010083           0         0.7
  0.00060498  0.00010083           0         0.7
  0.00063859  0.00010083           0         0.7
   0.0006722  0.00010083           0         0.8
  0.00070581  0.00010083           0         0.9
  0.00073942  0.00010083           0         0.8
  0.00077303  0.00010083           0         0.8
  0.00080664  0.00010083           0           1
  0.00084025  0.00010083           0           1
  0.00087386  0.00010083           0         0.8
  0.00090747  0.00010083           0         0.7
  0.00094108  0.00010083           0         0.7
  0.00097469  0.00010083           0         0.7
   0.0010083  0.00010083           0         0.7
  0.00104191  0.00010083           0         0.7
  0.00107552  0.00010083           0         0.8
  0.00110913  0.00010083           0           1
  0.00114274  0.00010083           0           1
  0.00117635  0.00010083           0         0.8
  0.00120996  0.00010083           0         0.9
  0.00124357  0.00010083           0         0.8
  0.00127718  0.00010083           0         0.9
  0.00131079  0.00010083           0         0.9
   0.0013444  0.00010083           0           1
  0.00137801  0.00010083           0         0.9
  0.00141162  0.00010083           0           1
  0.00144523  0.00010083           0           1
  0.00147884  0.00010083           0         0.9
  0.00151245  0.00010083           0           1
  0.00154606  0.00010083           0         0.9
  0.00157967  0.00010083           0         0.9
  0.00161328  0.00010083           0         0.9
  0.00164689  0.00010083           0         0.7
           0  0.00013444           0           0
   3.361e-05  0.00013444           0         0.2
   6.722e-05  0.00013444           0         0.6
  0.00010083  0.00013444           0         0.4
  0.00013444  0.00013444           0         0.6
  0.00016805  0.00013444           0         0.6
  0.00020166  0.00013444           0         0.7
  0.00023527  0.00013444           0         0.7
  0.00026888  0.00013444           0         0.7
  0.00030249  0.00013444           0         0.7
   0.0003361  0.00013444           0         0.5
  0.00036971  0.00013444           0         0.3
  0.00040332  0.00013444           0         0.2
  0.00043693  0.00013444           0         0.4
  0.00047054  0.00013444           0         0.2
  0.00050415  0.00013444           0         0.1
  0.00053776  0.00013444           0         0.3
  0.00057137  0.00013444           0         0.4
  0.00060498  0.00013444           0         0.6
  0.00063859  0.00013444           0         0.6
   0.0006722  0.00013444           0         0.5
  0.00070581  0.00013444           0         0.6
  0.00073942  0.00013444           0         0.6
  0.00077303  0.00013444           0         0.6
  0.00080664  0.00013444           0         0.7
  0.00084025  0.00013444           0         0.6
  0.00087386  0.00013444           0         0.6
  0.00090747  0.00013444           0         0.4
  0.00094108  0.00013444           0         0.3
  0.00097469  0.00013444           0         0.5
   0.0010083  0.00013444           0         0.5
  0.00104191  0.00013444           0         0.6
  0.00107552  0.00013444           0         0.8
  0.00110913  0.00013444           0         0.9
  0.00114274  0.00013444           0         0.9
  0.00117635  0.00013444           0         0.7
  0.00120996  0.00013444           0         0.6
  0.00124357  0.00013444           0         0.6
  0.00127718  0.00013444           0         0.5
  0.00131079  0.00013444           0         0.8
   0.0013444  0.00013444           0         0.7
  0.00137801  0.00013444           0         0.7
  0.00141162  0.00013444           0         0.9
  0.00144523  0.00013444           0         0.9
  0.00147884  0.00013444           0           1
  0.00151245  0.00013444           0           1
  0.00154606  0.00013444           0         0.9
  0.00157967  0.00013444           0         0.8
  0.00161328  0.00013444           0         0.7
  0.00164689  0.00013444           0         0.8
           0  0.00016805           0         0.6
   3.361e-05  0.00016805           0         0.5
   6.722e-05  0.00016805           0         0.7
  0.00010083  0.00016805           0         0.8
  0.00013444  0.00016805           0         0.7
  0.00016805  0.00016805           0         0.8
  0.00020166  0.00016805           0         0.8
  0.00023527  0.00016805           0         0.7
  0.00026888  0.00016805           0         0.7
  0.00030249  0.00016805           0         0.7
   0.0003361  0.00016805           0         0.5
  0.00036971  0.00016805           0         0.6
  0.00040332  0.00016805           0           0
  0.00043693  0.00016805           0           0
  0.00047054  0.00016805           0         0.1
  0.00050415  0.00016805           0         0.1
  0.00053776  0.00016805           0         0.4
  0.00057137  0.00016805           0         0.6
  0.00060498  0.00016805           0         0.7
  0.00063859  0.00016805           0         0.7
   0.0006722  0.00016805           0         0.8
  0.00070581  0.00016805           0         0.8
  0.00073942  0.00016805           0         0.8
  0.00077303  0.00016805           0         0.8
  0.00080664  0.00016805           0         0.8
  0.00084025  0.00016805           0         0.7
  0.00087386  0.00016805           0         0.9
  0.00090747  0.00016805           0         0.9
  0.00094108  0.00016805           0         0.7
  0.00097469  0.00016805           0         0.8
   0.0010083  0.00016805           0         0.8
  0.00104191  0.00016805           0         0.9
  0.00107552  0.00016805           0         0.9
  0.00110913  0.00016805           0         0.9
  0.00114274  0.00016805           0         0.7
  0.00117635  0.00016805           0         0.7
  0.00120996  0.00016805           0         0.6
  0.00124357  0.00016805           0         0.7
  0.00127718  0.00016805           0         0.7
  0.00131079  0.00016805           0         0.8
   0.0013444  0.00016805           0         0.7
  0.00137801  0.00016805           0         0.8
  0.00141162  0.00016805           0         0.9
  0.00144523  0.00016805           0         0.9
  0.00147884  0.00016805           0           1
  0.00151245  0.00016805           0         0.9
  0.00154606  0.00016805           0           1
  0.00157967  0.00016805           0         0.8
  0.00161328  0.00016805           0         0.9
  0.00164689  0.00016805           0         0.7
           0  0.00020166           0         0.7
   3.361e-05  0.00020166           0         0.7
